# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      51.87
2                      51.46
4                      51.32
8                      51.26
16                     51.31
32                     51.41
64                     51.44
128                    51.61
256                    52.11
512                    52.22
1024                   54.22
2048                   60.95
4096                   61.65
8192                   64.61
16384                  70.72
32768                 104.09
65536                 246.00
131072                339.67
262144                431.30
524288                651.31
1048576              1112.78
2097152              2028.37
4194304              3873.53
